timestamp,x,y,z,frame
1628249918.000498,33.513074,-18.770301,-0.519116,enu
1628249919.000498,35.346270,-19.490952,-0.665128,enu
1628249920.000498,37.427710,-19.956600,-0.679141,enu
1628249921.000498,39.442315,-20.544205,-0.858155,enu
1628249922.000498,41.208677,-21.486596,-0.991169,enu
1628249923.000498,42.469000,-22.406814,-1.127181,enu
1628249924.000498,43.433340,-23.182903,-1.191190,enu
1628249925.000498,44.512255,-24.180731,-1.241201,enu
1628249926.000497,45.848964,-25.322690,-1.236215,enu
1628249927.000497,47.319344,-26.309430,-1.208230,enu
1628249928.000497,48.694240,-26.686382,-1.411242,enu
1628249929.000497,49.830437,-26.697463,-1.707251,enu
1628249930.000497,50.957084,-26.287236,-1.889258,enu
1628249931.000497,51.816388,-24.956788,-1.910259,enu
1628249932.000497,52.016889,-24.202868,-1.980258,enu
1628249933.000497,52.083722,-24.047649,-2.131258,enu
1628249934.000496,52.121913,-23.992214,-2.173258,enu
1628249935.000496,52.083724,-24.225042,-2.057259,enu
1628249936.000496,52.083724,-24.524391,-2.179260,enu
1628249937.000496,52.169656,-24.801566,-2.263262,enu
1628249938.000496,52.236491,-24.967871,-2.417263,enu
1628249939.000496,52.265135,-25.178524,-2.483264,enu
1628249940.000496,52.255587,-25.333742,-2.582264,enu
1628249941.000496,52.045528,-24.601998,-2.762260,enu
1628249942.000495,51.510840,-23.293731,-2.825251,enu
1628249943.000495,51.014346,-22.395684,-2.739243,enu
1628249944.000495,50.489209,-21.896769,-2.931237,enu
1628249945.000495,49.648990,-21.298073,-3.123229,enu
1628249946.000495,48.617816,-20.776987,-3.194219,enu
1628249947.000495,47.558000,-20.455468,-3.152210,enu
1628249948.000495,46.488637,-20.300255,-3.053202,enu
1628249949.000495,45.285603,-20.300259,-3.197193,enu
1628249950.000494,43.929805,-20.400049,-3.145184,enu
1628249951.000494,42.468979,-20.189402,-2.929173,enu
1628249952.000494,40.950863,-19.435489,-2.982161,enu
1628249953.000494,39.490033,-18.371140,-2.970149,enu
1628249954.000494,37.914628,-17.229181,-3.046136,enu
1628249955.000494,36.148267,-16.320050,-3.248123,enu
1628249956.000494,34.210045,-15.599399,-3.295111,enu
1628249957.000494,32.214537,-14.934183,-3.239099,enu
1628249958.000494,30.257221,-14.335490,-3.160088,enu
1628249959.000494,28.385834,-13.526141,-3.237078,enu
1628249960.000493,26.638569,-12.306572,-3.458067,enu
1628249961.000493,24.948593,-10.953958,-3.310058,enu
1628249962.000493,23.172685,-9.856346,-3.625050,enu
1628249963.000493,21.511355,-9.401781,-3.489043,enu
1628249964.000493,20.356062,-9.390696,-3.633039,enu
1628249965.000493,19.582684,-9.634612,-3.692037,enu
1628249966.000493,19.410823,-9.701135,-3.643037,enu
1628249967.000493,19.897764,-9.457219,-3.622038,enu
1628249968.000492,20.413348,-9.213303,-3.706039,enu
1628249969.000492,20.737975,-8.703299,-3.720040,enu
1628249970.000492,20.776167,-8.647865,-3.432040,enu
1628249971.000492,20.890744,-9.446131,-3.035041,enu
1628249972.000492,21.482716,-10.543747,-2.758045,enu
1628249973.000492,21.941015,-11.087010,-2.755047,enu
1628249974.000492,22.466149,-11.430707,-2.732050,enu
1628249975.000492,23.554608,-12.029405,-2.705055,enu
1628249976.000491,24.834025,-12.395274,-2.544060,enu
1628249977.000491,26.094344,-12.672447,-2.649066,enu
1628249978.000491,27.354665,-13.138099,-2.650072,enu
1628249979.000491,28.777300,-13.836578,-2.685080,enu
1628249980.000491,30.171292,-14.645928,-2.743088,enu
1628249981.000491,31.603477,-15.455277,-2.621097,enu
1628249982.000491,33.274357,-16.187016,-2.890107,enu
1628249983.000491,35.031168,-16.852232,-2.916118,enu
1628249984.000490,36.807076,-17.572883,-2.971130,enu
1628249985.000490,38.554342,-18.515275,-2.874143,enu
1628249986.000490,40.206130,-19.502015,-2.679157,enu
1628249987.000490,41.829274,-20.510929,-2.660170,enu
1628249988.000490,43.481064,-21.586365,-2.451185,enu
1628249989.000490,45.190140,-22.573104,-2.430200,enu
1628249990.000490,47.099720,-23.216144,-2.306216,enu
1628249991.000490,48.961561,-23.870271,-2.301233,enu
1628249992.000490,50.556062,-24.823748,-2.327249,enu
1628249993.000489,51.835484,-25.566574,-2.189262,enu
1628249994.000489,52.876204,-25.743961,-2.257271,enu
1628249995.000489,53.945566,-25.433518,-2.299279,enu
1628249996.000489,54.747584,-24.524377,-2.290282,enu
1628249997.000489,55.091305,-23.825893,-2.125282,enu
1628249998.000489,55.186787,-23.848068,-1.859283,enu
1628249999.000489,55.091310,-24.114158,-1.711283,enu
1628250000.000489,55.043573,-24.369160,-1.658284,enu
1628250001.000489,55.053122,-24.546553,-1.570285,enu
1628250002.000489,55.062672,-24.823729,-1.492286,enu
1628250003.000488,54.986292,-25.167428,-1.436287,enu
1628250004.000488,54.967196,-25.222863,-1.454287,enu
1628250005.000488,55.014933,-24.812642,-1.433286,enu
1628250006.000488,55.091314,-24.413508,-1.482285,enu
1628250007.000488,55.100864,-24.446770,-1.277285,enu
1628250008.000488,55.081770,-24.579815,-1.184285,enu
1628250009.000488,55.062676,-24.679599,-1.028285,enu
1628250010.000488,55.043582,-24.834818,-0.896286,enu
1628250011.000487,55.100869,-24.879166,-0.930287,enu
1628250012.000487,55.119965,-24.901340,-0.909287,enu
1628250013.000487,55.081777,-25.189604,-0.674288,enu
1628250014.000487,55.043585,-25.222865,-0.707287,enu
1628250015.000487,55.110420,-24.801559,-0.476286,enu
1628250016.000487,55.091324,-24.568731,-0.378285,enu
1628250017.000487,55.139065,-24.557645,-0.226286,enu
1628250018.000487,55.205901,-24.657428,-0.189287,enu
1628250019.000487,55.225000,-25.056561,-0.080288,enu
1628250020.000486,55.225003,-25.743958,-0.112291,enu
1628250021.000486,55.511441,-26.353742,-0.366296,enu
1628250022.000486,55.883813,-26.819397,-0.147301,enu
1628250024.000486,55.578279,-26.730701,-0.303298,enu
1628250025.000486,54.375241,-26.209616,-0.352286,enu
1628250026.000486,53.038534,-25.854838,-0.479273,enu
1628250027.000486,51.768662,-25.444623,-0.544261,enu
1628250028.000485,50.307831,-25.012235,-0.704247,enu
1628250029.000485,48.799261,-24.613108,-0.978234,enu
1628250030.000485,47.262047,-24.158545,-1.221221,enu
1628250031.000485,45.581613,-23.637461,-1.628207,enu
1628250032.000485,44.015755,-22.905722,-1.919193,enu
1628250033.000485,42.440348,-21.963329,-2.236179,enu
1628250034.000485,40.798106,-20.788110,-2.316164,enu
1628250035.000485,39.165413,-19.590716,-2.526150,enu
1628250036.000485,37.370406,-18.515280,-2.673136,enu
1628250037.000484,35.355799,-17.606149,-2.910122,enu
1628250038.000484,33.379385,-16.907672,-2.951110,enu
1628250039.000484,31.536642,-16.020715,-2.985098,enu
1628250040.000484,29.674802,-14.900930,-3.093086,enu
1628250041.000484,27.832058,-13.725710,-3.144075,enu
1628250042.000484,26.075246,-12.450705,-3.048065,enu
1628250043.000484,24.222956,-11.397441,-3.244056,enu
